miRNA 1B 2B 3B 4B 5B 6B 7B 8B 9B 10B 11B 12B 13B 14B 15B 16B 17B 18B 19B 20B 21B 22B 23B 24B 25B 26B 27B 28B 29B 30B 31B 32B 33B 34B 35B 36B 37B 38B 39B 40B 41B 42B 43B 44B 45B 46B 47B 48B 49B 50B 51B 52B 53B 54B 55B 56B 57B 58B 59B 60B 61B 62B 63B 64B 65B 66B 67B 68B 69B 70B
hsa-miR-6766-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4777-3p 8.00 1.00 6.00 1.00 2.00 0.00 0.00 1.00 1.00 0.00 2.00 0.00 4.00 3.00 0.00 2.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 3.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 1.00 0.00 5.00 0.00 4.00 8.00 2.00 1.00 0.00 7.00 5.00 2.00 3.00 0.00 1.00 1.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 7.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6529-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-181a-2-3p 1220.00 152.00 1101.00 2076.00 1101.00 692.00 2180.00 1265.00 1536.00 1796.00 2031.00 301.00 911.00 393.00 413.00 2513.00 863.00 197.00 76.00 349.00 55.00 119.00 46.00 503.00 507.00 686.00 244.00 57.00 200.00 911.00 329.00 724.00 591.00 200.00 830.00 499.00 1824.00 747.00 1010.00 1879.00 2832.00 265.00 244.00 1997.00 791.00 1013.00 1609.00 281.00 228.00 1034.00 1064.00 624.00 183.00 306.00 598.00 884.00 353.00 483.00 167.00 139.00 1054.00 555.00 429.00 112.00 2170.00 1902.00 2395.00 844.00 1719.00 217.00
hsa-miR-6814-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4732-3p 937.00 229.00 25.00 246.00 427.00 472.00 943.00 1418.00 605.00 138.00 75.00 611.00 748.00 345.00 84.00 407.00 35.00 23.00 28.00 27.00 16.00 66.00 133.00 41.00 92.00 202.00 127.00 44.00 63.00 45.00 319.00 103.00 92.00 934.00 989.00 1124.00 78.00 739.00 68.00 82.00 65.00 34.00 43.00 69.00 69.00 111.00 17.00 264.00 23.00 61.00 88.00 37.00 248.00 812.00 83.00 67.00 222.00 199.00 136.00 145.00 187.00 131.00 515.00 91.00 45.00 344.00 408.00 382.00 383.00 37.00
hsa-miR-335-3p 1675.00 369.00 726.00 2390.00 1107.00 839.00 485.00 684.00 1367.00 1942.00 2619.00 350.00 417.00 476.00 689.00 1922.00 523.00 534.00 95.00 335.00 95.00 237.00 204.00 948.00 729.00 1044.00 140.00 105.00 223.00 901.00 100.00 373.00 993.00 52.00 457.00 253.00 2058.00 178.00 1215.00 2255.00 1884.00 172.00 498.00 2411.00 1372.00 2069.00 888.00 428.00 186.00 1860.00 1648.00 937.00 277.00 178.00 824.00 472.00 486.00 590.00 250.00 190.00 336.00 453.00 217.00 158.00 2127.00 1175.00 207.00 577.00 855.00 5.00
hsa-miR-5581-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-875-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-27a-5p 132.00 18.00 151.00 132.00 53.00 107.00 148.00 74.00 49.00 77.00 91.00 12.00 95.00 85.00 39.00 320.00 86.00 49.00 59.00 24.00 35.00 62.00 19.00 82.00 67.00 79.00 51.00 13.00 24.00 109.00 38.00 818.00 119.00 27.00 88.00 50.00 86.00 62.00 72.00 224.00 140.00 44.00 16.00 146.00 94.00 129.00 149.00 19.00 44.00 75.00 108.00 58.00 26.00 69.00 81.00 86.00 43.00 36.00 33.00 14.00 120.00 64.00 49.00 62.00 9.00 24.00 23.00 19.00 0.00 25.00
hsa-miR-942-3p 3.00 0.00 0.00 1.00 2.00 1.00 1.00 1.00 1.00 0.00 2.00 0.00 4.00 2.00 2.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 3.00 7.00 1.00 0.00 2.00 3.00 5.00 4.00 3.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 1.00 0.00 0.00 2.00 1.00 4.00 3.00 3.00 1.00 1.00 5.00 0.00 0.00 0.00 3.00 3.00 5.00 2.00 8.00 4.00 0.00 0.00 0.00 0.00
hsa-miR-376a-2-5p 31.00 8.00 6.00 15.00 2.00 5.00 4.00 4.00 7.00 2.00 2.00 8.00 12.00 5.00 0.00 10.00 5.00 2.00 0.00 0.00 0.00 3.00 2.00 0.00 4.00 6.00 5.00 4.00 5.00 1.00 0.00 0.00 16.00 0.00 1.00 0.00 15.00 3.00 9.00 19.00 10.00 0.00 7.00 32.00 7.00 7.00 14.00 5.00 11.00 12.00 18.00 3.00 1.00 3.00 1.00 0.00 4.00 6.00 0.00 2.00 4.00 9.00 2.00 0.00 6.00 14.00 0.00 0.00 0.00 0.00
hsa-miR-4269 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-650 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1245a 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6884-5p 14.00 3.00 0.00 5.00 14.00 13.00 17.00 28.00 13.00 6.00 6.00 2.00 22.00 13.00 5.00 11.00 1.00 0.00 0.00 0.00 0.00 0.00 3.00 2.00 0.00 2.00 1.00 0.00 0.00 2.00 13.00 4.00 5.00 32.00 16.00 15.00 6.00 30.00 5.00 5.00 3.00 0.00 1.00 5.00 3.00 6.00 2.00 1.00 2.00 3.00 3.00 2.00 6.00 21.00 0.00 0.00 10.00 2.00 4.00 3.00 17.00 3.00 21.00 2.00 4.00 23.00 58.00 0.00 0.00 0.00
hsa-miR-1184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-517-5p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-4256 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4480 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4635 8.00 0.00 0.00 3.00 0.00 1.00 5.00 4.00 1.00 2.00 2.00 2.00 8.00 2.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 2.00 0.00 0.00 0.00 2.00 0.00 1.00 3.00 6.00 0.00 0.00 1.00 2.00 1.00 0.00 3.00 0.00 5.00 0.00 4.00 0.00 4.00 0.00 1.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 2.00 0.00 5.00 6.00 0.00 0.00 0.00 0.00
hsa-miR-4531 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6892-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4797-5p 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-18b-5p 350.00 179.00 56.00 101.00 40.00 170.00 148.00 70.00 56.00 41.00 39.00 22.00 635.00 186.00 12.00 60.00 30.00 33.00 16.00 4.00 16.00 5.00 7.00 15.00 13.00 39.00 16.00 10.00 17.00 24.00 343.00 91.00 156.00 267.00 536.00 118.00 102.00 293.00 22.00 83.00 64.00 51.00 16.00 78.00 73.00 68.00 77.00 17.00 31.00 36.00 34.00 31.00 6.00 272.00 37.00 25.00 61.00 29.00 24.00 28.00 74.00 32.00 305.00 15.00 5.00 143.00 127.00 75.00 1.00 0.00
hsa-miR-18a-5p 3209.00 955.00 1567.00 1688.00 595.00 1176.00 1191.00 959.00 867.00 1569.00 1284.00 406.00 3046.00 960.00 464.00 1133.00 828.00 554.00 208.00 274.00 119.00 236.00 129.00 658.00 711.00 974.00 338.00 229.00 304.00 683.00 1488.00 703.00 1387.00 1023.00 2824.00 1024.00 2711.00 1253.00 1508.00 2356.00 2062.00 712.00 503.00 2674.00 2351.00 1660.00 1527.00 526.00 510.00 1023.00 1065.00 820.00 332.00 1388.00 889.00 459.00 676.00 629.00 325.00 275.00 954.00 779.00 1483.00 157.00 1182.00 1183.00 483.00 377.00 284.00 153.00
hsa-miR-4778-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3943 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6773-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-7-1-3p 152.00 40.00 107.00 148.00 77.00 72.00 68.00 50.00 51.00 79.00 111.00 24.00 128.00 36.00 28.00 127.00 91.00 28.00 11.00 17.00 11.00 16.00 16.00 31.00 65.00 68.00 23.00 11.00 26.00 57.00 30.00 84.00 71.00 22.00 84.00 26.00 235.00 42.00 96.00 211.00 146.00 34.00 28.00 181.00 152.00 99.00 178.00 32.00 21.00 77.00 72.00 61.00 24.00 30.00 39.00 34.00 41.00 50.00 39.00 23.00 70.00 40.00 27.00 22.00 39.00 61.00 0.00 0.00 22.00 0.00
hsa-miR-6507-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-378j 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6839-5p 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 3.00 2.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6788-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-337-5p 831.00 503.00 544.00 689.00 205.00 259.00 217.00 187.00 541.00 90.00 325.00 205.00 301.00 173.00 103.00 465.00 339.00 214.00 31.00 202.00 65.00 72.00 63.00 209.00 38.00 442.00 170.00 165.00 383.00 255.00 58.00 98.00 771.00 23.00 299.00 103.00 1228.00 159.00 467.00 635.00 439.00 63.00 124.00 1086.00 383.00 468.00 837.00 78.00 524.00 445.00 673.00 355.00 57.00 120.00 156.00 125.00 280.00 114.00 77.00 61.00 296.00 322.00 88.00 62.00 788.00 282.00 138.00 108.00 173.00 0.00
hsa-miR-4800-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00
hsa-miR-374a-5p 5758.00 3502.00 2124.00 2246.00 1185.00 1971.00 1527.00 1975.00 1092.00 1612.00 2125.00 582.00 7078.00 2333.00 700.00 1460.00 1318.00 1620.00 590.00 415.00 447.00 525.00 252.00 766.00 1209.00 1127.00 699.00 905.00 1422.00 1185.00 3411.00 1068.00 5611.00 2924.00 4731.00 1561.00 4498.00 2508.00 2496.00 4038.00 4007.00 3039.00 1258.00 6222.00 9662.00 2076.00 4903.00 868.00 1949.00 2042.00 2038.00 1484.00 819.00 3091.00 1290.00 792.00 940.00 1020.00 1135.00 531.00 2198.00 1133.00 3338.00 350.00 1787.00 3037.00 764.00 425.00 527.00 188.00
hsa-miR-6513-3p 183.00 48.00 94.00 137.00 66.00 92.00 124.00 160.00 109.00 90.00 137.00 39.00 109.00 73.00 36.00 176.00 47.00 28.00 8.00 25.00 3.00 9.00 9.00 68.00 34.00 103.00 6.00 13.00 31.00 51.00 62.00 47.00 54.00 63.00 92.00 109.00 183.00 116.00 127.00 178.00 218.00 47.00 45.00 169.00 64.00 137.00 72.00 26.00 28.00 99.00 76.00 59.00 18.00 59.00 46.00 29.00 33.00 47.00 34.00 22.00 43.00 52.00 82.00 9.00 217.00 151.00 0.00 22.00 54.00 0.00
hsa-miR-4524a-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-28-3p 11951.00 1302.00 5413.00 19526.00 5907.00 5126.00 6827.00 6116.00 9850.00 14974.00 10693.00 3476.00 3651.00 2693.00 3964.00 14668.00 7363.00 2135.00 549.00 3018.00 421.00 1288.00 669.00 4131.00 4790.00 9599.00 1657.00 495.00 1661.00 4394.00 488.00 4451.00 3923.00 453.00 4453.00 2259.00 9456.00 1156.00 11819.00 14339.00 17258.00 2144.00 3426.00 19641.00 5620.00 16163.00 7125.00 3902.00 2083.00 8375.00 7873.00 6828.00 1656.00 1284.00 5528.00 3182.00 2771.00 3245.00 1803.00 1345.00 3615.00 4843.00 1135.00 956.00 30934.00 14379.00 16532.00 15170.00 22941.00 3691.00
hsa-miR-4640-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3611 20.00 8.00 15.00 16.00 11.00 1.00 6.00 0.00 0.00 10.00 8.00 1.00 16.00 5.00 3.00 1.00 2.00 13.00 3.00 3.00 9.00 5.00 1.00 0.00 2.00 6.00 0.00 4.00 3.00 1.00 11.00 3.00 18.00 4.00 15.00 1.00 10.00 3.00 12.00 3.00 12.00 3.00 5.00 15.00 16.00 8.00 8.00 11.00 27.00 7.00 6.00 3.00 3.00 5.00 4.00 1.00 7.00 10.00 0.00 1.00 7.00 0.00 2.00 1.00 5.00 3.00 0.00 0.00 25.00 0.00
hsa-miR-8070 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-10a-5p 4042.00 524.00 1727.00 5032.00 1857.00 1993.00 3246.00 2681.00 3000.00 4069.00 3931.00 1822.00 1037.00 798.00 1476.00 4123.00 3147.00 915.00 327.00 1023.00 257.00 1099.00 656.00 1933.00 1391.00 1859.00 1058.00 271.00 974.00 1820.00 109.00 1292.00 938.00 225.00 1149.00 899.00 3379.00 264.00 4253.00 2498.00 5128.00 880.00 1047.00 4149.00 1895.00 3775.00 2294.00 1326.00 575.00 3812.00 2730.00 3478.00 711.00 376.00 2700.00 1290.00 2671.00 1423.00 413.00 576.00 1650.00 1674.00 454.00 608.00 6451.00 5168.00 5522.00 7362.00 4646.00 1116.00
hsa-miR-29b-2-5p 117.00 9.00 27.00 76.00 41.00 76.00 102.00 98.00 101.00 51.00 41.00 14.00 108.00 47.00 21.00 67.00 17.00 7.00 2.00 8.00 4.00 5.00 10.00 23.00 16.00 44.00 2.00 2.00 18.00 6.00 49.00 36.00 29.00 86.00 102.00 65.00 45.00 73.00 54.00 64.00 79.00 16.00 3.00 79.00 15.00 69.00 22.00 28.00 9.00 23.00 17.00 28.00 6.00 27.00 16.00 20.00 14.00 15.00 8.00 10.00 30.00 19.00 108.00 2.00 100.00 78.00 20.00 18.00 43.00 0.00
hsa-miR-561-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4727-3p 0.00 0.00 0.00 1.00 1.00 0.00 0.00 2.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 3.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
