miRNA 1A 2A 3A 4A 5A 6A 7A 8A 9A 10A 11A 12A 13A 14A 15A 16A 17A 18A 19A 20A 21A 22A 23A 24A 25A 26A 27A 28A 29A 30A 31A 32A 33A 34A 35A 36A 37A 38A 39A 40A 41A 42A 43A 44A 45A 46A 47A 48A 49A 50A 51A 52A 53A 54A 55A 56A 57A 58A 59A 60A 61A 62A 63A 64A 65A 66A 67A 68A 69A 70A
hsa-miR-139-3p 612.00 11.00 31.00 3294.00 2879.00 1429.00 206.00 1552.00 1294.00 2289.00 3048.00 144.00 318.00 449.00 2663.00 1300.00 490.00 1637.00 609.00 2469.00 143.00 362.00 315.00 892.00 667.00 964.00 247.00 374.00 470.00 897.00 120.00 707.00 1618.00 786.00 862.00 247.00 334.00 358.00 364.00 277.00 1626.00 1598.00 1224.00 1674.00 697.00 779.00 715.00 185.00 226.00 985.00 994.00 471.00 97.00 407.00 539.00 895.00 1357.00 948.00 207.00 91.00 262.00 214.00 31.00 222.00 609.00 1017.00 2979.00 1260.00 974.00 3789.00
hsa-miR-554 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-491-3p 0.00 0.00 0.00 13.00 24.00 8.00 0.00 5.00 6.00 1.00 7.00 2.00 4.00 1.00 0.00 11.00 2.00 10.00 2.00 7.00 0.00 0.00 0.00 2.00 6.00 2.00 0.00 1.00 1.00 2.00 0.00 4.00 0.00 5.00 4.00 14.00 2.00 1.00 1.00 1.00 0.00 9.00 5.00 2.00 7.00 3.00 3.00 1.00 4.00 1.00 0.00 2.00 0.00 1.00 3.00 2.00 6.00 0.00 0.00 0.00 0.00 7.00 0.00 2.00 4.00 0.00 0.00 23.00 61.00 0.00
hsa-miR-4778-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4659a-5p 0.00 0.00 0.00 1.00 3.00 1.00 1.00 0.00 1.00 2.00 0.00 2.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 1.00 1.00 5.00 2.00 3.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6882-3p 1.00 0.00 2.00 3.00 3.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 3.00 3.00 1.00 1.00 0.00 0.00 0.00 2.00 0.00 1.00 4.00 0.00 0.00 0.00 0.00 5.00 1.00 1.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 1.00 8.00 0.00 1.00 3.00 0.00 1.00 0.00 1.00 0.00 0.00 2.00 0.00 0.00 1.00 1.00 0.00 0.00 2.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4261 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6754-5p 5.00 0.00 0.00 9.00 9.00 6.00 0.00 3.00 0.00 4.00 4.00 1.00 5.00 0.00 1.00 2.00 3.00 5.00 2.00 6.00 0.00 0.00 0.00 0.00 0.00 5.00 1.00 0.00 6.00 3.00 4.00 4.00 0.00 1.00 1.00 2.00 3.00 2.00 1.00 1.00 0.00 2.00 10.00 5.00 4.00 2.00 3.00 0.00 0.00 4.00 1.00 3.00 0.00 0.00 2.00 5.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-376c-3p 201.00 300.00 31.00 483.00 659.00 1443.00 27.00 151.00 487.00 48.00 321.00 393.00 512.00 617.00 130.00 572.00 59.00 114.00 66.00 78.00 89.00 119.00 120.00 625.00 20.00 307.00 134.00 212.00 630.00 217.00 27.00 536.00 855.00 375.00 539.00 5050.00 199.00 385.00 227.00 78.00 152.00 240.00 521.00 367.00 564.00 313.00 490.00 115.00 198.00 1488.00 778.00 420.00 71.00 166.00 191.00 983.00 664.00 193.00 85.00 67.00 200.00 690.00 59.00 614.00 230.00 8.00 129.00 357.00 82.00 111.00
hsa-miR-12114 0.00 0.00 0.00 2.00 2.00 0.00 0.00 4.00 0.00 5.00 2.00 1.00 2.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 2.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 5.00 2.00 0.00 1.00 1.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 2.00 0.00 0.00 3.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6826-3p 0.00 0.00 0.00 2.00 0.00 2.00 3.00 0.00 1.00 3.00 6.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 2.00 1.00 0.00 0.00 2.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 0.00 1.00 0.00 2.00 1.00 0.00 1.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 14.00 0.00
hsa-miR-6867-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-30b-5p 427.00 83.00 400.00 2273.00 3408.00 4546.00 135.00 664.00 966.00 1198.00 1930.00 2481.00 5837.00 2227.00 1035.00 2363.00 110.00 640.00 133.00 424.00 168.00 193.00 226.00 1615.00 327.00 492.00 281.00 328.00 525.00 480.00 428.00 2197.00 1504.00 2069.00 3186.00 15302.00 2205.00 3578.00 1263.00 1817.00 860.00 2691.00 3238.00 685.00 2865.00 1098.00 1180.00 2118.00 355.00 2238.00 779.00 678.00 295.00 451.00 1126.00 3754.00 1216.00 660.00 319.00 288.00 910.00 1809.00 3278.00 483.00 1716.00 150.00 439.00 1260.00 230.00 269.00
hsa-miR-9-3p 36 57 54 30 69 297 36 21 66 75 120 93 99 78 99 45 0 66 33 18 45 27 18 42 15 57 24 87 66 66 3 57 144 99 114 261 21 114 57 42 48 207 63 51 168 57 48 36 6 129 78 45 9 36 45 168 81 66 36 3 33 90 60 69 132 60 78 0 72 0
hsa-miR-5687 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6858-3p 0.00 0.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 5.00 2.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 2.00 1.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 1.00 1.00 4.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 1.00 2.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4697-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-2681-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3684 1.00 0.00 0.00 5.00 26.00 10.00 1.00 1.00 5.00 6.00 7.00 10.00 24.00 9.00 6.00 3.00 0.00 2.00 3.00 7.00 4.00 0.00 0.00 1.00 2.00 1.00 2.00 5.00 3.00 4.00 0.00 5.00 9.00 7.00 6.00 15.00 5.00 6.00 6.00 1.00 3.00 6.00 13.00 6.00 18.00 0.00 2.00 5.00 0.00 7.00 5.00 0.00 0.00 4.00 1.00 17.00 3.00 1.00 0.00 0.00 3.00 9.00 8.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-634 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-208a-5p 2.00 0.00 0.00 3.00 1.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-12133 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-567 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3191-3p 4.00 0.00 0.00 18.00 26.00 13.00 3.00 10.00 14.00 15.00 23.00 1.00 8.00 5.00 17.00 18.00 1.00 16.00 2.00 6.00 3.00 1.00 5.00 20.00 5.00 6.00 4.00 3.00 11.00 3.00 2.00 7.00 10.00 5.00 3.00 8.00 4.00 2.00 0.00 4.00 3.00 7.00 16.00 4.00 6.00 5.00 6.00 4.00 0.00 12.00 10.00 6.00 0.00 6.00 5.00 2.00 15.00 8.00 4.00 2.00 1.00 5.00 1.00 2.00 35.00 9.00 47.00 73.00 33.00 31.00
hsa-miR-4524b-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6726-5p 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 6.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 2.00 0.00 1.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6797-3p 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-2052 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1914-5p 5.00 0.00 0.00 13.00 20.00 14.00 2.00 1.00 6.00 7.00 14.00 4.00 4.00 3.00 8.00 15.00 4.00 2.00 3.00 8.00 0.00 0.00 0.00 10.00 3.00 6.00 1.00 1.00 18.00 3.00 4.00 1.00 6.00 3.00 1.00 8.00 1.00 3.00 0.00 3.00 12.00 11.00 12.00 6.00 4.00 1.00 5.00 3.00 1.00 0.00 3.00 5.00 0.00 4.00 6.00 6.00 7.00 6.00 1.00 2.00 0.00 4.00 0.00 1.00 3.00 22.00 9.00 76.00 0.00 0.00
hsa-miR-330-5p 48.00 11.00 9.00 116.00 167.00 244.00 13.00 60.00 97.00 56.00 128.00 55.00 152.00 72.00 71.00 120.00 17.00 55.00 17.00 42.00 38.00 25.00 27.00 70.00 9.00 44.00 22.00 41.00 45.00 71.00 24.00 115.00 114.00 77.00 119.00 346.00 73.00 82.00 76.00 85.00 136.00 256.00 196.00 77.00 268.00 100.00 102.00 61.00 27.00 93.00 89.00 71.00 12.00 53.00 109.00 200.00 117.00 64.00 21.00 16.00 33.00 57.00 68.00 41.00 70.00 10.00 50.00 80.00 23.00 59.00
hsa-miR-3197 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-139-5p 201.00 20.00 16.00 2009.00 1984.00 1424.00 49.00 428.00 521.00 917.00 1817.00 139.00 326.00 560.00 944.00 962.00 79.00 519.00 124.00 872.00 68.00 103.00 75.00 529.00 218.00 411.00 139.00 168.00 277.00 464.00 45.00 673.00 1325.00 643.00 761.00 659.00 241.00 445.00 158.00 221.00 507.00 1219.00 1226.00 567.00 777.00 630.00 408.00 213.00 94.00 775.00 451.00 255.00 66.00 137.00 212.00 576.00 720.00 281.00 119.00 57.00 146.00 199.00 113.00 132.00 883.00 164.00 625.00 656.00 241.00 1712.00
hsa-miR-941 2750 35 475 9130 11695 5460 1900 2965 4045 5835 9600 1015 3095 1445 5255 7740 1625 5210 1320 6700 3255 2665 2000 2140 3945 3875 1125 2570 3865 2815 1830 1950 2550 2765 3960 3995 4910 2290 2965 1770 9180 5660 7030 3175 4065 2680 2980 2265 580 2705 1275 2205 625 2320 3245 3905 3910 1980 450 250 2300 2660 1300 1200 4555 3330 13275 11075 9120 14810
hsa-miR-6761-5p 2.00 0.00 0.00 1.00 5.00 5.00 0.00 3.00 0.00 2.00 3.00 0.00 1.00 2.00 0.00 0.00 0.00 2.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 2.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 2.00 2.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-10401-3p 11.00 0.00 15.00 18.00 16.00 15.00 13.00 21.00 10.00 17.00 12.00 10.00 15.00 16.00 15.00 21.00 3.00 5.00 2.00 4.00 3.00 3.00 2.00 10.00 4.00 15.00 3.00 5.00 3.00 14.00 38.00 35.00 9.00 16.00 40.00 29.00 22.00 40.00 25.00 67.00 23.00 12.00 18.00 30.00 11.00 4.00 15.00 5.00 4.00 6.00 6.00 3.00 0.00 12.00 2.00 5.00 9.00 15.00 7.00 3.00 8.00 11.00 44.00 9.00 8.00 0.00 17.00 26.00 18.00 0.00
hsa-miR-4795-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-301a-5p 29.00 14.00 8.00 63.00 106.00 191.00 6.00 11.00 39.00 18.00 74.00 47.00 104.00 61.00 23.00 60.00 0.00 36.00 6.00 5.00 5.00 10.00 6.00 31.00 6.00 16.00 10.00 13.00 28.00 24.00 8.00 48.00 48.00 58.00 84.00 225.00 29.00 31.00 37.00 21.00 32.00 135.00 62.00 19.00 114.00 28.00 37.00 43.00 10.00 58.00 27.00 13.00 11.00 29.00 39.00 105.00 33.00 39.00 17.00 11.00 21.00 35.00 30.00 17.00 16.00 0.00 9.00 35.00 21.00 0.00
hsa-miR-181b-3p 0.00 0.00 2.00 9.00 14.00 15.00 0.00 1.00 4.00 6.00 1.00 5.00 11.00 7.00 7.00 3.00 1.00 4.00 0.00 0.00 5.00 2.00 2.00 18.00 2.00 0.00 1.00 2.00 9.00 4.00 1.00 3.00 12.00 4.00 12.00 18.00 0.00 0.00 8.00 1.00 1.00 15.00 6.00 3.00 11.00 0.00 4.00 2.00 0.00 5.00 5.00 1.00 0.00 1.00 9.00 14.00 5.00 2.00 4.00 2.00 0.00 1.00 0.00 0.00 6.00 0.00 0.00 87.00 0.00 0.00
hsa-miR-5047 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-548ap-3p 6 12 23 18 40 118 0 27 21 18 10 154 195 23 19 63 9 56 18 3 6 15 6 33 9 30 0 9 24 0 23 23 106 58 142 289 38 121 57 31 27 54 45 54 138 3 54 51 14 45 30 18 9 21 30 93 36 21 9 21 30 44 124 3 27 0 57 87 0 0
hsa-miR-571 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-492 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6855-3p 0.00 0.00 2.00 15.00 2.00 8.00 0.00 0.00 12.00 8.00 5.00 3.00 3.00 4.00 3.00 10.00 7.00 0.00 2.00 2.00 1.00 0.00 3.00 3.00 3.00 5.00 2.00 0.00 7.00 4.00 2.00 8.00 10.00 8.00 0.00 6.00 4.00 1.00 0.00 1.00 14.00 10.00 16.00 4.00 2.00 4.00 6.00 3.00 1.00 2.00 11.00 3.00 2.00 0.00 3.00 2.00 7.00 1.00 0.00 3.00 0.00 1.00 0.00 1.00 7.00 0.00 47.00 0.00 20.00 0.00
hsa-miR-340-3p 54.00 19.00 31.00 140.00 189.00 201.00 18.00 82.00 134.00 87.00 262.00 65.00 138.00 40.00 85.00 213.00 29.00 37.00 30.00 128.00 33.00 38.00 31.00 92.00 21.00 39.00 29.00 34.00 60.00 61.00 22.00 92.00 118.00 116.00 62.00 180.00 54.00 56.00 62.00 39.00 95.00 251.00 180.00 44.00 152.00 73.00 80.00 39.00 13.00 78.00 69.00 73.00 16.00 37.00 73.00 89.00 83.00 53.00 15.00 24.00 59.00 51.00 35.00 43.00 56.00 28.00 25.00 48.00 0.00 0.00
hsa-miR-3160-3p 0 0 4 0 0 0 0 0 0 4 0 2 4 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 4 2 2 0 2 2 0 4 0 0 8 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0
hsa-miR-4742-5p 5.00 0.00 11.00 9.00 10.00 4.00 0.00 7.00 5.00 1.00 6.00 10.00 12.00 3.00 9.00 18.00 1.00 1.00 0.00 3.00 2.00 1.00 0.00 2.00 4.00 4.00 1.00 4.00 1.00 7.00 7.00 8.00 3.00 13.00 10.00 18.00 7.00 4.00 14.00 16.00 6.00 27.00 8.00 1.00 10.00 6.00 4.00 11.00 1.00 6.00 5.00 3.00 1.00 0.00 8.00 10.00 0.00 3.00 0.00 0.00 6.00 16.00 10.00 0.00 13.00 0.00 7.00 16.00 0.00 0.00
hsa-miR-451a 10323.00 6218.00 86007.00 27405.00 64766.00 64987.00 17127.00 8298.00 14276.00 16779.00 28096.00 500278.00 694761.00 262771.00 13016.00 209155.00 6609.00 21033.00 5291.00 9234.00 6641.00 14325.00 14492.00 38760.00 15134.00 20011.00 12230.00 10755.00 13556.00 12800.00 119343.00 170454.00 3767.00 113608.00 227903.00 378524.00 185747.00 549619.00 222847.00 203177.00 51386.00 23644.00 13948.00 5678.00 38666.00 16237.00 64679.00 344044.00 22881.00 46509.00 26122.00 10943.00 11289.00 20696.00 20692.00 73972.00 50332.00 16604.00 15059.00 11207.00 106044.00 156352.00 458460.00 7610.00 151841.00 1805.00 10638.00 23014.00 4735.00 18596.00
hsa-miR-4446-5p 5.00 0.00 1.00 54.00 118.00 59.00 6.00 12.00 15.00 33.00 57.00 3.00 15.00 24.00 54.00 45.00 4.00 47.00 2.00 31.00 4.00 6.00 6.00 43.00 6.00 6.00 7.00 6.00 21.00 17.00 4.00 20.00 18.00 27.00 14.00 43.00 15.00 11.00 2.00 13.00 29.00 51.00 54.00 17.00 27.00 28.00 20.00 7.00 9.00 13.00 29.00 8.00 2.00 5.00 11.00 14.00 19.00 8.00 0.00 0.00 6.00 17.00 2.00 7.00 33.00 0.00 20.00 84.00 0.00 0.00
