miRNA 1A 1B 2A 2B 3A 3B 4A 4B 5A 5B 6A 6B 7A 7B 8A 8B 9A 9B 10A 10B 11A 11B 12A 12B 13A 13B 14A 14B 15A 15B 16A 16B 17A 17B 18A 18B 19A 19B 20A 20B 21A 21B 22A 22B 23A 23B 24A 24B 25A 25B 26A 26B 27A 27B 28A 28B 29A 29B 30A 30B
hsa-miR-1245a 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6884-5p 2.00 14.00 0.00 3.00 1.00 0.00 6.00 5.00 5.00 14.00 6.00 13.00 5.00 17.00 2.00 28.00 4.00 13.00 0.00 6.00 5.00 6.00 16.00 2.00 17.00 22.00 5.00 13.00 3.00 5.00 8.00 11.00 2.00 1.00 5.00 0.00 5.00 0.00 0.00 0.00 0.00 0.00 7.00 0.00 5.00 3.00 5.00 2.00 1.00 0.00 0.00 2.00 1.00 1.00 0.00 0.00 2.00 0.00 8.00 2.00
hsa-miR-1184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-517-5p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
hsa-miR-4256 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4480 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4635 0.00 8.00 0.00 0.00 0.00 0.00 0.00 3.00 2.00 0.00 1.00 1.00 0.00 5.00 0.00 4.00 1.00 1.00 0.00 2.00 0.00 2.00 0.00 2.00 3.00 8.00 0.00 2.00 0.00 1.00 5.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4531 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6892-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4797-5p 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-18b-5p 10.00 350.00 15.00 179.00 163.00 56.00 26.00 101.00 46.00 40.00 100.00 170.00 8.00 148.00 15.00 70.00 25.00 56.00 12.00 41.00 31.00 39.00 498.00 22.00 457.00 635.00 92.00 186.00 11.00 12.00 142.00 60.00 10.00 30.00 9.00 33.00 7.00 16.00 18.00 4.00 25.00 16.00 19.00 5.00 3.00 7.00 41.00 15.00 24.00 13.00 17.00 39.00 21.00 16.00 12.00 10.00 49.00 17.00 16.00 24.00
hsa-miR-18a-5p 574.00 3209.00 118.00 955.00 589.00 1567.00 733.00 1688.00 1362.00 595.00 2863.00 1176.00 165.00 1191.00 488.00 959.00 878.00 867.00 656.00 1569.00 942.00 1284.00 2072.00 406.00 2505.00 3046.00 897.00 960.00 584.00 464.00 2136.00 1133.00 257.00 828.00 674.00 554.00 256.00 208.00 536.00 274.00 331.00 119.00 233.00 236.00 193.00 129.00 947.00 658.00 275.00 711.00 605.00 974.00 316.00 338.00 384.00 229.00 972.00 304.00 619.00 683.00
hsa-miR-4778-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3943 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6773-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-7-1-3p 22.00 152.00 14.00 40.00 16.00 107.00 72.00 148.00 157.00 77.00 227.00 72.00 7.00 68.00 20.00 50.00 33.00 51.00 42.00 79.00 114.00 111.00 65.00 24.00 105.00 128.00 65.00 36.00 68.00 28.00 71.00 127.00 14.00 91.00 37.00 28.00 20.00 11.00 21.00 17.00 16.00 11.00 9.00 16.00 24.00 16.00 88.00 31.00 46.00 65.00 44.00 68.00 18.00 23.00 36.00 11.00 43.00 26.00 51.00 57.00
hsa-miR-6507-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-378j 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6839-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6788-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-337-5p 344.00 831.00 390.00 503.00 40.00 544.00 401.00 689.00 667.00 205.00 1113.00 259.00 61.00 217.00 183.00 187.00 676.00 541.00 41.00 90.00 293.00 325.00 544.00 205.00 478.00 301.00 336.00 173.00 133.00 103.00 520.00 465.00 29.00 339.00 96.00 214.00 60.00 31.00 90.00 202.00 149.00 65.00 93.00 72.00 112.00 63.00 247.00 209.00 12.00 38.00 338.00 442.00 140.00 170.00 174.00 165.00 541.00 383.00 241.00 255.00
hsa-miR-4800-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-374a-5p 568.00 5758.00 1146.00 3502.00 2305.00 2124.00 909.00 2246.00 1658.00 1185.00 6077.00 1971.00 213.00 1527.00 637.00 1975.00 946.00 1092.00 678.00 1612.00 1797.00 2125.00 5128.00 582.00 4842.00 7078.00 2747.00 2333.00 911.00 700.00 2132.00 1460.00 330.00 1318.00 994.00 1620.00 455.00 590.00 730.00 415.00 897.00 447.00 462.00 525.00 381.00 252.00 1855.00 766.00 447.00 1209.00 892.00 1127.00 585.00 699.00 832.00 905.00 1917.00 1422.00 1006.00 1185.00
hsa-miR-6513-3p 30.00 183.00 2.00 48.00 38.00 94.00 108.00 137.00 140.00 66.00 109.00 92.00 23.00 124.00 39.00 160.00 51.00 109.00 63.00 90.00 136.00 137.00 73.00 39.00 113.00 109.00 69.00 73.00 63.00 36.00 143.00 176.00 8.00 47.00 42.00 28.00 14.00 8.00 71.00 25.00 10.00 3.00 28.00 9.00 14.00 9.00 87.00 68.00 38.00 34.00 40.00 103.00 22.00 6.00 24.00 13.00 39.00 31.00 28.00 51.00
hsa-miR-4524a-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-28-3p 5325.00 11951.00 220.00 1302.00 427.00 5413.00 20132.00 19526.00 14976.00 5907.00 11632.00 5126.00 874.00 6827.00 4550.00 6116.00 6328.00 9850.00 7633.00 14974.00 10595.00 10693.00 2071.00 3476.00 5205.00 3651.00 4048.00 2693.00 9862.00 3964.00 9482.00 14668.00 1764.00 7363.00 4393.00 2135.00 1984.00 549.00 4486.00 3018.00 1094.00 421.00 1536.00 1288.00 1880.00 669.00 7064.00 4131.00 1914.00 4790.00 4381.00 9599.00 1764.00 1657.00 2462.00 495.00 5175.00 1661.00 3632.00 4394.00
hsa-miR-4640-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3611 2.00 20.00 8.00 8.00 5.00 15.00 3.00 16.00 4.00 11.00 25.00 1.00 0.00 6.00 4.00 0.00 6.00 0.00 9.00 10.00 7.00 8.00 9.00 1.00 9.00 16.00 8.00 5.00 8.00 3.00 4.00 1.00 0.00 2.00 5.00 13.00 11.00 3.00 1.00 3.00 10.00 9.00 0.00 5.00 0.00 1.00 3.00 0.00 1.00 2.00 0.00 6.00 2.00 0.00 1.00 4.00 8.00 3.00 4.00 1.00
hsa-miR-8070 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-10a-5p 1605.00 4042.00 137.00 524.00 226.00 1727.00 4106.00 5032.00 4170.00 1857.00 4219.00 1993.00 1118.00 3246.00 2612.00 2681.00 2662.00 3000.00 2332.00 4069.00 3879.00 3931.00 580.00 1822.00 1235.00 1037.00 1397.00 798.00 2999.00 1476.00 2967.00 4123.00 741.00 3147.00 1658.00 915.00 718.00 327.00 2023.00 1023.00 486.00 257.00 891.00 1099.00 1029.00 656.00 2806.00 1933.00 417.00 1391.00 1324.00 1859.00 1066.00 1058.00 1028.00 271.00 1883.00 974.00 1493.00 1820.00
hsa-miR-29b-2-5p 20.00 117.00 0.00 9.00 13.00 27.00 68.00 76.00 54.00 41.00 60.00 76.00 4.00 102.00 9.00 98.00 25.00 101.00 16.00 51.00 32.00 41.00 80.00 14.00 82.00 108.00 34.00 47.00 20.00 21.00 84.00 67.00 3.00 17.00 10.00 7.00 6.00 2.00 27.00 8.00 3.00 4.00 6.00 5.00 7.00 10.00 20.00 23.00 6.00 16.00 11.00 44.00 7.00 2.00 5.00 2.00 16.00 18.00 18.00 6.00
hsa-miR-561-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4727-3p 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 2.00 1.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 1.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 1.00 0.00 0.00 0.00 0.00 2.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-514b-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-638 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6516-5p 10.00 39.00 0.00 2.00 5.00 31.00 35.00 41.00 37.00 10.00 48.00 12.00 0.00 3.00 14.00 17.00 39.00 12.00 16.00 33.00 19.00 34.00 4.00 9.00 13.00 12.00 6.00 5.00 8.00 6.00 29.00 31.00 4.00 19.00 17.00 3.00 5.00 1.00 15.00 3.00 1.00 0.00 4.00 0.00 4.00 1.00 25.00 11.00 7.00 6.00 12.00 20.00 2.00 4.00 2.00 1.00 7.00 8.00 20.00 11.00
hsa-miR-3146 10.00 12.00 0.00 3.00 0.00 6.00 11.00 20.00 19.00 11.00 12.00 11.00 1.00 13.00 10.00 6.00 10.00 9.00 2.00 9.00 3.00 9.00 12.00 5.00 12.00 8.00 7.00 4.00 5.00 6.00 19.00 17.00 4.00 6.00 5.00 3.00 4.00 1.00 3.00 4.00 2.00 0.00 0.00 0.00 0.00 0.00 7.00 7.00 4.00 9.00 1.00 6.00 0.00 2.00 8.00 3.00 2.00 5.00 14.00 5.00
hsa-miR-4707-3p 6.00 12.00 0.00 0.00 1.00 0.00 33.00 23.00 7.00 2.00 11.00 4.00 2.00 7.00 0.00 0.00 5.00 17.00 8.00 13.00 3.00 4.00 6.00 6.00 0.00 0.00 4.00 1.00 1.00 0.00 13.00 9.00 0.00 1.00 2.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 2.00 1.00 2.00 1.00 0.00 0.00 0.00 0.00 2.00 1.00 1.00 0.00 0.00 1.00 5.00 1.00
hsa-miR-6860 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-10396b-3p 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4267 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4325 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-510-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5587-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-490-3p 4.00 7.00 0.00 0.00 0.00 7.00 31.00 92.00 21.00 6.00 54.00 20.00 2.00 31.00 1.00 3.00 41.00 136.00 3.00 8.00 10.00 17.00 0.00 6.00 6.00 1.00 3.00 5.00 8.00 11.00 19.00 45.00 1.00 22.00 1.00 2.00 0.00 1.00 4.00 0.00 4.00 1.00 3.00 0.00 3.00 0.00 2.00 2.00 3.00 5.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 2.00
hsa-miR-4726-5p 1.00 0.00 0.00 0.00 0.00 3.00 6.00 4.00 5.00 7.00 7.00 2.00 1.00 4.00 4.00 2.00 4.00 2.00 6.00 5.00 0.00 1.00 1.00 2.00 6.00 2.00 2.00 1.00 3.00 2.00 7.00 7.00 3.00 2.00 5.00 2.00 1.00 0.00 5.00 1.00 0.00 0.00 0.00 0.00 2.00 0.00 6.00 2.00 0.00 2.00 3.00 2.00 2.00 0.00 0.00 0.00 5.00 0.00 1.00 1.00
hsa-miR-647 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-559 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4726-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-101-3p 7572 113635 11276 47756 28482 30758 7327 21387 19885 22939 65362 24361 5127 28504 5767 33013 10266 16537 7189 14290 13604 15507 182868 13930 92321 101408 23840 25913 7710 6263 26861 13496 4657 18445 12091 16728 7081 9604 5812 5009 15115 6316 5867 4766 5398 3790 17455 9521 4959 12579 6725 12262 4829 6007 6769 7974 21321 13968 6781 9261
hsa-miR-4644 3.00 8.00 0.00 0.00 0.00 0.00 2.00 4.00 11.00 1.00 4.00 3.00 0.00 9.00 1.00 1.00 3.00 2.00 0.00 1.00 3.00 2.00 2.00 3.00 1.00 3.00 2.00 2.00 0.00 2.00 3.00 0.00 0.00 2.00 4.00 2.00 0.00 0.00 0.00 1.00 1.00 0.00 1.00 3.00 0.00 1.00 1.00 5.00 0.00 1.00 1.00 5.00 3.00 0.00 0.00 0.00 0.00 1.00 4.00 0.00
hsa-miR-6716-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-301b-5p 4.00 12.00 0.00 0.00 0.00 8.00 32.00 18.00 15.00 1.00 12.00 1.00 2.00 0.00 6.00 2.00 10.00 10.00 6.00 18.00 9.00 4.00 2.00 0.00 6.00 3.00 1.00 1.00 3.00 0.00 8.00 3.00 2.00 1.00 0.00 1.00 1.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 1.00 1.00 0.00 0.00 0.00 1.00 2.00 0.00 1.00 0.00 1.00 0.00 5.00 1.00
hsa-miR-127-5p 105.00 186.00 9.00 37.00 1.00 57.00 139.00 190.00 144.00 34.00 205.00 27.00 3.00 25.00 32.00 41.00 116.00 84.00 19.00 25.00 96.00 121.00 33.00 41.00 84.00 47.00 48.00 35.00 31.00 21.00 92.00 143.00 8.00 58.00 18.00 8.00 14.00 5.00 30.00 33.00 7.00 6.00 5.00 12.00 1.00 6.00 44.00 28.00 4.00 5.00 22.00 112.00 14.00 8.00 10.00 7.00 69.00 13.00 25.00 32.00
hsa-miR-3134 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
